,DNI,EDAD,DEPARTAMENTO,UNIVERSIDAD,SEXO,NIVEL DE ESTRES
,79330702,30,TRUJILLO,UPAO,MASCULINO,5
,63173412,28,LIMA,UNI,MASCULINO,5
,65776245,28,LIMA,UPC,MASCULINO,5
,78358295,29,CUZCO,UNSAAC,FEMENINO,3
,68229137,21,LIMA,ULIMA,MASCULINO,4
,68838980,18,TRUJILLO,UNT,FEMENINO,5
,67749670,19,LIMA,PUCP,FEMENINO,5
,77401803,27,CUZCO,UAUSTRAL,MASCULINO,3
,79505343,29,AREQUIPA,UNSA,MASCULINO,4
,68594775,17,LIMA,UNI,MASCULINO,1
,63460623,17,HUANUCO,UNH,FEMENINO,2
,77329005,18,TRUJILLO,UPAO,MASCULINO,5
,66765426,20,LIMA,UPC,FEMENINO,3
,65969506,22,LIMA,ULIMA,MASCULINO,3
,72159360,27,LIMA,UPC,MASCULINO,2
,75793865,27,LIMA,ULIMA,MASCULINO,1
,76377278,22,AREQUIPA,UCSM,MASCULINO,1
,79789059,18,HUANUCO,UNHEVAL,FEMENINO,5
,67444451,18,PIURA,UDEP,FEMENINO,3
,64650499,25,TRUJILLO,UPAO,MASCULINO,4
,63585515,21,HUANUCO,UNHEVAL,MASCULINO,4
,62591503,27,PIURA,UDEP,MASCULINO,1
,71289052,26,LIMA,ULIMA,MASCULINO,5
,74945674,23,LIMA,ULIMA,FEMENINO,3
,66397800,21,LIMA,PUCP,MASCULINO,5
,76784852,28,AREQUIPA,UNSA,MASCULINO,1
,63521045,22,LIMA,UNI,MASCULINO,2
,61661907,20,LIMA,PUCP,FEMENINO,4
,75149970,24,LIMA,UPC,MASCULINO,4
,79324299,28,PIURA,UPN,FEMENINO,1
,66009156,22,AREQUIPA,UCSM,MASCULINO,1
,71690244,24,AREQUIPA,UNSA,FEMENINO,5
,78475446,29,LIMA,ULIMA,FEMENINO,3
,70849968,20,TRUJILLO,UNT,FEMENINO,3
,61865761,19,LIMA,UPC,FEMENINO,5
,71034273,26,HUANUCO,UNHEVAL,MASCULINO,3
,79926900,25,LIMA,UNI,FEMENINO,2
,66366962,19,PIURA,UPN,FEMENINO,2
,67504646,27,LIMA,ULIMA,MASCULINO,3
,71085103,30,LIMA,ULIMA,FEMENINO,5
,60378639,23,CUZCO,UAUSTRAL,MASCULINO,5
,62116308,24,LIMA,UPC,FEMENINO,3
,66938028,18,LIMA,UPC,FEMENINO,1
,71162518,21,LIMA,UNI,MASCULINO,2
,77529164,29,HUANUCO,UNH,FEMENINO,3
,79854623,22,LIMA,UNI,MASCULINO,2
,73535427,26,TRUJILLO,UNT,MASCULINO,1
,66329837,20,LIMA,PUCP,MASCULINO,1
,69200704,18,LIMA,ULIMA,FEMENINO,5
,61219227,22,TRUJILLO,UPAO,MASCULINO,1
,66077142,24,CUZCO,UNSAAC,MASCULINO,3
,62673543,30,LIMA,ULIMA,MASCULINO,2
,64838053,27,TRUJILLO,UNT,MASCULINO,1
,64385314,20,HUANUCO,UNHEVAL,MASCULINO,3
,71682967,27,CUZCO,UAUSTRAL,MASCULINO,4
,75640338,17,CUZCO,UNSAAC,FEMENINO,1
,65081394,18,AREQUIPA,UNSA,MASCULINO,4
,67777049,30,TRUJILLO,UNT,FEMENINO,2
,64739368,21,AREQUIPA,UCSM,FEMENINO,1
,71514486,19,AREQUIPA,UCSM,FEMENINO,2
,78543110,25,AREQUIPA,UNSA,FEMENINO,1
,67322953,19,LIMA,UPC,FEMENINO,3
,71166609,20,TRUJILLO,UPAO,MASCULINO,3
,76127439,21,LIMA,UNI,FEMENINO,1
,69379017,30,LIMA,PUCP,FEMENINO,5
,69853668,23,CUZCO,UNSAAC,FEMENINO,5
,65352384,26,TRUJILLO,UPAO,FEMENINO,5
,74825528,17,CUZCO,UAUSTRAL,FEMENINO,3
,66826205,27,AREQUIPA,UNSA,FEMENINO,4
,76812730,28,LIMA,UPC,FEMENINO,3
,60852464,28,HUANUCO,UNH,MASCULINO,4
,60616944,23,LIMA,ULIMA,FEMENINO,4
,74964382,29,AREQUIPA,UNSA,FEMENINO,4
,60561136,28,TRUJILLO,UPAO,FEMENINO,3
,79742010,26,LIMA,UPC,MASCULINO,1
,72453926,25,LIMA,ULIMA,MASCULINO,2
,71950690,19,TRUJILLO,UPAO,MASCULINO,3
,69456109,19,AREQUIPA,UNSA,MASCULINO,3
,76512678,30,PIURA,UPN,FEMENINO,5
,71005708,28,LIMA,UPC,FEMENINO,2
,72485533,24,AREQUIPA,UCSM,FEMENINO,5
,72863086,24,LIMA,UPC,MASCULINO,3
,79001279,29,LIMA,PUCP,MASCULINO,3
,73618482,24,AREQUIPA,UCSM,MASCULINO,4
,71194631,21,AREQUIPA,UCSM,FEMENINO,3
,76299715,23,LIMA,UPC,MASCULINO,3
,78422081,18,LIMA,UPC,FEMENINO,2
,66695411,21,LIMA,UPC,MASCULINO,5
,75056761,28,LIMA,UPC,MASCULINO,1
,73240655,20,AREQUIPA,UNSA,MASCULINO,1
,60849913,23,LIMA,ULIMA,MASCULINO,1
,74443812,28,LIMA,PUCP,MASCULINO,4
,60871602,25,PIURA,UPN,FEMENINO,4
,69235936,23,CUZCO,UAUSTRAL,FEMENINO,2
,73185490,19,LIMA,UPC,FEMENINO,1
,74698056,29,HUANUCO,UNH,MASCULINO,5
,62299990,26,LIMA,UPC,FEMENINO,4
,78084858,25,AREQUIPA,UCSM,MASCULINO,1
,61114577,27,LIMA,PUCP,MASCULINO,4
,74792373,21,PIURA,UDEP,FEMENINO,4
,61648800,18,TRUJILLO,UPAO,FEMENINO,4
,61377163,25,HUANUCO,UNH,FEMENINO,5
,68955677,28,AREQUIPA,UCSM,MASCULINO,2
,61068381,19,LIMA,UPC,FEMENINO,1
,62721003,21,HUANUCO,UNH,MASCULINO,5
,73969328,18,TRUJILLO,UPAO,FEMENINO,3
,72098366,30,CUZCO,UNSAAC,FEMENINO,5
,67981376,21,HUANUCO,UNH,MASCULINO,2
,73548440,27,LIMA,UPC,FEMENINO,2
,67098525,28,LIMA,ULIMA,FEMENINO,1
,69172820,27,AREQUIPA,UCSM,FEMENINO,2
,75210831,30,AREQUIPA,UNSA,FEMENINO,2
,65544818,25,HUANUCO,UNH,FEMENINO,5
,76721399,28,PIURA,UDEP,FEMENINO,1
,76303602,19,AREQUIPA,UNSA,MASCULINO,1
,63250108,21,HUANUCO,UNH,MASCULINO,1
,66474265,24,PIURA,UDEP,FEMENINO,5
,64623490,21,LIMA,UNI,FEMENINO,4
,78943723,25,LIMA,UNI,FEMENINO,4
,70173589,23,LIMA,UNI,FEMENINO,1
,79615673,19,LIMA,UPC,FEMENINO,2
,61301630,25,TRUJILLO,UPAO,MASCULINO,3
,69987985,20,PIURA,UPN,FEMENINO,4
,67088659,23,LIMA,PUCP,MASCULINO,4
,66375585,26,AREQUIPA,UNSA,MASCULINO,5
,74039011,17,CUZCO,UNSAAC,FEMENINO,4
,74457804,26,CUZCO,UAUSTRAL,MASCULINO,2
,69819704,25,TRUJILLO,UNT,FEMENINO,2
,75037591,24,PIURA,UPN,MASCULINO,2
,65155083,18,PIURA,UPN,FEMENINO,2
,66058787,18,LIMA,PUCP,MASCULINO,4
,62745292,30,CUZCO,UAUSTRAL,MASCULINO,5
,66134170,29,CUZCO,UNSAAC,FEMENINO,3
,77963164,24,AREQUIPA,UNSA,MASCULINO,5
,66558445,20,LIMA,UPC,MASCULINO,2
,72614758,20,LIMA,UNI,FEMENINO,2
,66749766,18,TRUJILLO,UPAO,FEMENINO,3
,66956529,28,TRUJILLO,UPAO,FEMENINO,3
,72105148,29,AREQUIPA,UCSM,MASCULINO,2
,79974603,29,LIMA,UPC,FEMENINO,5
,72308727,27,CUZCO,UNSAAC,MASCULINO,3
,73720289,25,LIMA,PUCP,FEMENINO,5
,74952040,22,TRUJILLO,UNT,MASCULINO,4
,69156603,19,TRUJILLO,UPAO,FEMENINO,3
,74055072,24,LIMA,UPC,FEMENINO,3
,73687355,21,LIMA,ULIMA,MASCULINO,2
,66229014,30,CUZCO,UNSAAC,FEMENINO,4
,60936779,21,AREQUIPA,UCSM,FEMENINO,5
,65251508,20,AREQUIPA,UCSM,MASCULINO,5
,63916039,22,CUZCO,UAUSTRAL,FEMENINO,4
,64568095,26,CUZCO,UAUSTRAL,FEMENINO,1
,77211410,27,LIMA,PUCP,MASCULINO,1
,68713689,22,TRUJILLO,UPAO,FEMENINO,5
,74810981,27,HUANUCO,UNH,FEMENINO,5
,73059915,27,LIMA,UNI,MASCULINO,1
,72703690,26,PIURA,UDEP,MASCULINO,2
,62396437,29,AREQUIPA,UNSA,FEMENINO,3
,73085550,30,LIMA,ULIMA,FEMENINO,3
,61217149,19,HUANUCO,UNH,FEMENINO,4
,77387111,20,LIMA,PUCP,MASCULINO,4
,66798294,27,CUZCO,UNSAAC,MASCULINO,2
,75914339,30,AREQUIPA,UCSM,MASCULINO,5
,64923451,24,LIMA,PUCP,MASCULINO,1
,73969314,22,LIMA,ULIMA,MASCULINO,2
,74333975,27,LIMA,ULIMA,MASCULINO,4
,78740007,28,LIMA,UNI,MASCULINO,3
,71460098,26,HUANUCO,UNHEVAL,FEMENINO,1
,67242983,28,LIMA,UNI,FEMENINO,1
,65417204,25,AREQUIPA,UCSM,FEMENINO,4
,64775221,30,LIMA,PUCP,FEMENINO,5
,79219893,28,CUZCO,UNSAAC,MASCULINO,3
,66823434,28,HUANUCO,UNHEVAL,FEMENINO,4
,74844308,19,AREQUIPA,UNSA,MASCULINO,1
,63776037,22,AREQUIPA,UNSA,MASCULINO,3
,75364023,19,LIMA,ULIMA,MASCULINO,2
,65111757,21,AREQUIPA,UCSM,MASCULINO,3
,74549299,21,PIURA,UDEP,MASCULINO,5
,76635059,24,AREQUIPA,UCSM,FEMENINO,4
,76840794,20,LIMA,UPC,FEMENINO,3
,60284804,27,LIMA,ULIMA,FEMENINO,2
,74418942,18,HUANUCO,UNHEVAL,MASCULINO,5
,66897010,28,TRUJILLO,UNT,MASCULINO,3
,76274627,26,HUANUCO,UNHEVAL,MASCULINO,2
,65242487,24,LIMA,ULIMA,MASCULINO,2
,75283432,22,TRUJILLO,UNT,MASCULINO,1
,68032778,28,CUZCO,UNSAAC,MASCULINO,4
,75483379,23,LIMA,UNI,FEMENINO,1
,77654721,19,HUANUCO,UNH,FEMENINO,2
,66207583,24,LIMA,UPC,FEMENINO,5
,63645443,19,TRUJILLO,UPAO,FEMENINO,2
,66280224,17,CUZCO,UNSAAC,MASCULINO,2
,69435486,20,PIURA,UPN,MASCULINO,2
,66556499,17,LIMA,PUCP,MASCULINO,5
,76132094,19,PIURA,UDEP,FEMENINO,1
,72705792,27,HUANUCO,UNH,MASCULINO,5
,66873753,23,TRUJILLO,UPAO,MASCULINO,1
,78571574,23,TRUJILLO,UPAO,FEMENINO,4
,73736011,17,TRUJILLO,UNT,FEMENINO,1
,71275330,27,LIMA,ULIMA,FEMENINO,2
,65487275,29,HUANUCO,UNH,MASCULINO,3
,69059292,19,HUANUCO,UNHEVAL,MASCULINO,3
,71445229,20,CUZCO,UAUSTRAL,FEMENINO,1
,70840019,29,TRUJILLO,UPAO,MASCULINO,2
,68407476,19,TRUJILLO,UNT,MASCULINO,2
,77651824,18,TRUJILLO,UPAO,MASCULINO,2
,60981092,17,HUANUCO,UNH,FEMENINO,2
,70689868,26,LIMA,UNI,FEMENINO,5
,60781340,29,CUZCO,UNSAAC,MASCULINO,1
,75968997,20,LIMA,ULIMA,FEMENINO,4
,67811268,27,PIURA,UPN,MASCULINO,1
,67308026,23,PIURA,UPN,FEMENINO,4
,71181238,30,CUZCO,UNSAAC,FEMENINO,2
,71984606,23,AREQUIPA,UCSM,FEMENINO,1
,69337951,17,LIMA,UNI,MASCULINO,5
,70439613,24,LIMA,UPC,MASCULINO,2
,66312966,25,CUZCO,UNSAAC,FEMENINO,5
,63711402,21,CUZCO,UNSAAC,MASCULINO,5
,64087257,19,LIMA,UNI,FEMENINO,3
,74241286,27,AREQUIPA,UNSA,MASCULINO,3
,63899527,29,CUZCO,UNSAAC,MASCULINO,2
,61093903,29,HUANUCO,UNHEVAL,MASCULINO,4
,60462810,19,AREQUIPA,UNSA,FEMENINO,2
,61095914,26,LIMA,PUCP,MASCULINO,1
,75763930,23,TRUJILLO,UNT,MASCULINO,5
,62654407,18,PIURA,UPN,FEMENINO,2
,71227725,29,TRUJILLO,UPAO,FEMENINO,2
,62719842,18,AREQUIPA,UNSA,FEMENINO,2
,73990510,30,LIMA,PUCP,MASCULINO,4
,68006284,23,LIMA,PUCP,MASCULINO,3
,60113270,23,HUANUCO,UNHEVAL,FEMENINO,1
,62570529,20,HUANUCO,UNHEVAL,MASCULINO,5
,73999631,28,CUZCO,UNSAAC,FEMENINO,3
,63292670,17,HUANUCO,UNH,MASCULINO,3
,76876084,29,LIMA,UNI,MASCULINO,4
,60813321,21,HUANUCO,UNHEVAL,FEMENINO,3
,71135860,27,LIMA,PUCP,MASCULINO,5
,71577577,17,AREQUIPA,UCSM,MASCULINO,4
,66641904,18,LIMA,UNI,FEMENINO,5
,73455618,22,LIMA,UPC,MASCULINO,4
,70040419,19,PIURA,UDEP,FEMENINO,2
,66923382,22,TRUJILLO,UNT,MASCULINO,4
,61719917,23,PIURA,UPN,MASCULINO,3
,77645950,22,CUZCO,UNSAAC,MASCULINO,4
,75725536,26,LIMA,PUCP,MASCULINO,4
,68841202,24,LIMA,ULIMA,FEMENINO,2
,63164313,26,CUZCO,UNSAAC,MASCULINO,2
,79941041,18,PIURA,UDEP,MASCULINO,3
,71439029,26,HUANUCO,UNHEVAL,MASCULINO,3
,66180558,29,CUZCO,UNSAAC,MASCULINO,4
,76337692,30,AREQUIPA,UNSA,FEMENINO,4
,71901160,18,TRUJILLO,UPAO,FEMENINO,2
,72686987,28,CUZCO,UNSAAC,MASCULINO,1
,69079918,23,HUANUCO,UNHEVAL,FEMENINO,4
,71917919,20,LIMA,PUCP,FEMENINO,2
,68518810,28,LIMA,PUCP,MASCULINO,2
,79786504,18,PIURA,UDEP,MASCULINO,3
,65483887,18,LIMA,UPC,MASCULINO,2
,72847691,20,AREQUIPA,UNSA,MASCULINO,1
,61206644,17,LIMA,UPC,FEMENINO,1
,74559289,21,AREQUIPA,UCSM,MASCULINO,5
,67019932,21,TRUJILLO,UPAO,FEMENINO,1
,60962586,30,LIMA,UNI,MASCULINO,2
,63877312,17,LIMA,UNI,MASCULINO,3
,71537591,25,HUANUCO,UNHEVAL,MASCULINO,4
,67675607,27,LIMA,ULIMA,MASCULINO,3
,64200755,24,HUANUCO,UNHEVAL,MASCULINO,4
,74998293,27,TRUJILLO,UNT,MASCULINO,4
,69328333,24,LIMA,UNI,FEMENINO,2
,62878401,29,CUZCO,UAUSTRAL,FEMENINO,1
,77236819,19,LIMA,ULIMA,FEMENINO,5
,70401782,27,CUZCO,UNSAAC,FEMENINO,3
,65363603,28,AREQUIPA,UCSM,FEMENINO,4
,76814109,26,AREQUIPA,UCSM,FEMENINO,5
,64179539,30,LIMA,ULIMA,FEMENINO,5
,67593401,20,HUANUCO,UNHEVAL,MASCULINO,1
,79217994,21,LIMA,PUCP,MASCULINO,4
,66428902,25,LIMA,UPC,FEMENINO,2
,75987494,25,LIMA,ULIMA,MASCULINO,4
,79001490,17,CUZCO,UAUSTRAL,MASCULINO,4
,66545966,25,PIURA,UPN,FEMENINO,3
,73670057,26,LIMA,UPC,FEMENINO,5
,63292613,24,AREQUIPA,UNSA,FEMENINO,5
,64778688,29,LIMA,PUCP,FEMENINO,3
,78706920,23,CUZCO,UAUSTRAL,FEMENINO,1
,73290926,22,AREQUIPA,UCSM,FEMENINO,5
,67767490,26,LIMA,UNI,FEMENINO,5
,71023062,28,HUANUCO,UNHEVAL,FEMENINO,1
,68669236,30,TRUJILLO,UPAO,MASCULINO,5
,79632187,28,LIMA,UNI,FEMENINO,5
,70132956,29,LIMA,UPC,FEMENINO,4
,79739960,25,AREQUIPA,UNSA,FEMENINO,4
,76037608,25,CUZCO,UAUSTRAL,FEMENINO,5
,71098493,23,TRUJILLO,UNT,MASCULINO,2
,60513722,21,HUANUCO,UNH,FEMENINO,1
,76043613,17,LIMA,ULIMA,MASCULINO,3
,71771801,24,LIMA,UPC,FEMENINO,5
,77025234,19,AREQUIPA,UNSA,MASCULINO,3
,78657483,22,PIURA,UDEP,MASCULINO,5
,65746364,28,LIMA,UNI,FEMENINO,2
,62969773,20,LIMA,UPC,MASCULINO,2
,61525077,19,CUZCO,UAUSTRAL,MASCULINO,3
,76753729,18,HUANUCO,UNHEVAL,FEMENINO,1
,73567912,25,TRUJILLO,UPAO,MASCULINO,4
,67417039,26,LIMA,UNI,MASCULINO,5
,61898579,18,LIMA,ULIMA,FEMENINO,4
,67090710,23,AREQUIPA,UNSA,FEMENINO,3
,69484746,29,PIURA,UDEP,MASCULINO,5
,70890798,20,LIMA,PUCP,FEMENINO,4
,68666738,23,TRUJILLO,UPAO,MASCULINO,3
,71807703,21,AREQUIPA,UCSM,MASCULINO,3
,71172073,20,PIURA,UPN,FEMENINO,4
,78851011,25,AREQUIPA,UCSM,MASCULINO,2
,66499169,24,LIMA,UNI,MASCULINO,5
,68807527,20,PIURA,UPN,FEMENINO,3
,61086466,25,HUANUCO,UNH,MASCULINO,4
,76614837,27,HUANUCO,UNH,MASCULINO,5
,71961749,25,LIMA,UPC,FEMENINO,1
,63433123,29,LIMA,ULIMA,MASCULINO,2
,74028883,19,LIMA,ULIMA,FEMENINO,3
,76858810,20,LIMA,UPC,FEMENINO,5
,72758812,22,CUZCO,UNSAAC,MASCULINO,3
,76658476,27,LIMA,UNI,MASCULINO,5
,73946365,23,LIMA,PUCP,MASCULINO,2
,74548722,21,LIMA,PUCP,FEMENINO,3
,64369046,30,HUANUCO,UNHEVAL,MASCULINO,5
,78720191,25,PIURA,UPN,MASCULINO,5
,64331097,21,PIURA,UPN,FEMENINO,2
,70292489,18,AREQUIPA,UNSA,MASCULINO,5
,60240442,17,LIMA,ULIMA,MASCULINO,2
,65881123,21,HUANUCO,UNHEVAL,FEMENINO,3
,67111343,23,HUANUCO,UNHEVAL,MASCULINO,4
,61425218,23,LIMA,ULIMA,MASCULINO,2
,60803538,30,LIMA,UPC,FEMENINO,2
,64954603,20,CUZCO,UAUSTRAL,FEMENINO,5
,70326162,29,TRUJILLO,UNT,MASCULINO,1
,69348362,23,TRUJILLO,UPAO,MASCULINO,3
,68010774,23,LIMA,UNI,FEMENINO,2
,63334757,18,LIMA,UPC,FEMENINO,3
,72516251,25,LIMA,ULIMA,FEMENINO,5
,69333670,19,LIMA,PUCP,FEMENINO,5
,66843914,19,LIMA,PUCP,MASCULINO,5
,67007287,18,CUZCO,UNSAAC,FEMENINO,5
,64862726,22,AREQUIPA,UNSA,FEMENINO,1
,61771613,21,AREQUIPA,UNSA,MASCULINO,4
,65041162,24,HUANUCO,UNHEVAL,FEMENINO,4
,75062746,20,PIURA,UDEP,FEMENINO,5
,63580587,21,HUANUCO,UNHEVAL,FEMENINO,4
,63908006,29,LIMA,PUCP,MASCULINO,5
,60909250,27,CUZCO,UAUSTRAL,FEMENINO,3
,70779598,26,HUANUCO,UNHEVAL,MASCULINO,2
,64438835,23,TRUJILLO,UPAO,FEMENINO,5
,76387570,21,LIMA,UPC,FEMENINO,2
,79246764,29,PIURA,UDEP,MASCULINO,2
,69832125,17,LIMA,PUCP,MASCULINO,2
,75073420,28,LIMA,ULIMA,FEMENINO,4
,62183498,17,AREQUIPA,UCSM,MASCULINO,2
,70374010,21,LIMA,UNI,MASCULINO,2
,78265190,18,LIMA,ULIMA,FEMENINO,4
,64565746,29,CUZCO,UAUSTRAL,MASCULINO,3
,62645134,24,LIMA,PUCP,FEMENINO,3
,67697120,20,AREQUIPA,UCSM,MASCULINO,2
,74065515,30,LIMA,PUCP,FEMENINO,3
,64740531,22,PIURA,UDEP,FEMENINO,2
,61829250,26,LIMA,ULIMA,MASCULINO,5
,60663427,17,AREQUIPA,UCSM,FEMENINO,5
,67683673,21,AREQUIPA,UNSA,FEMENINO,4
,67670746,22,LIMA,PUCP,FEMENINO,2
,68651451,18,TRUJILLO,UNT,FEMENINO,4
,73993883,21,TRUJILLO,UPAO,FEMENINO,5
,62436158,23,AREQUIPA,UCSM,MASCULINO,2
,78549243,19,LIMA,PUCP,FEMENINO,5
,70482096,29,AREQUIPA,UNSA,FEMENINO,3
,72817824,21,AREQUIPA,UCSM,FEMENINO,4
,73877025,18,LIMA,PUCP,FEMENINO,3
,68454508,26,CUZCO,UAUSTRAL,MASCULINO,3
,61669160,26,LIMA,UPC,MASCULINO,1
,76614253,24,HUANUCO,UNH,MASCULINO,5
,77051643,24,PIURA,UDEP,MASCULINO,5
,60681271,21,PIURA,UDEP,MASCULINO,3
,76239733,23,TRUJILLO,UPAO,FEMENINO,1
,68197925,18,LIMA,UPC,FEMENINO,3
,75691363,22,TRUJILLO,UPAO,MASCULINO,5
,79763842,22,LIMA,UNI,FEMENINO,1
,64504235,30,CUZCO,UAUSTRAL,MASCULINO,2
,73520052,22,LIMA,PUCP,FEMENINO,5
,73214815,20,HUANUCO,UNHEVAL,MASCULINO,3
,76877209,21,TRUJILLO,UPAO,MASCULINO,4
,70770348,28,HUANUCO,UNH,MASCULINO,2
,79543718,28,LIMA,UPC,FEMENINO,3
,73723563,26,LIMA,PUCP,MASCULINO,5
,68193626,23,LIMA,UNI,MASCULINO,1
,60702797,30,TRUJILLO,UPAO,FEMENINO,5
,68381212,22,PIURA,UDEP,FEMENINO,2
,64504609,28,AREQUIPA,UCSM,FEMENINO,5
,71411510,19,LIMA,ULIMA,MASCULINO,3
,63210412,20,PIURA,UPN,FEMENINO,5
,69780018,21,LIMA,PUCP,MASCULINO,5
,78875064,23,PIURA,UDEP,FEMENINO,4
,74387078,24,HUANUCO,UNHEVAL,MASCULINO,1
,66851186,25,PIURA,UDEP,FEMENINO,2
,72178103,21,HUANUCO,UNH,MASCULINO,1
,71758122,26,LIMA,PUCP,FEMENINO,3
,76248204,28,LIMA,ULIMA,FEMENINO,1
,71334440,22,CUZCO,UAUSTRAL,MASCULINO,4
,76599061,23,HUANUCO,UNH,FEMENINO,1
,63631365,19,LIMA,UNI,FEMENINO,1
,69631934,26,TRUJILLO,UPAO,FEMENINO,4
,64869889,18,TRUJILLO,UPAO,MASCULINO,3
,75056912,25,TRUJILLO,UPAO,FEMENINO,4
,73450869,29,LIMA,ULIMA,MASCULINO,4
,78629818,24,PIURA,UPN,FEMENINO,4
,73756038,20,AREQUIPA,UNSA,FEMENINO,4
,70922406,21,LIMA,UPC,MASCULINO,5
,64478605,29,AREQUIPA,UNSA,MASCULINO,2
,65497068,18,HUANUCO,UNHEVAL,MASCULINO,5
,64430667,24,LIMA,UPC,FEMENINO,1
,60926776,25,CUZCO,UNSAAC,MASCULINO,2
,62896820,21,LIMA,UPC,MASCULINO,1
,64069325,26,LIMA,UPC,MASCULINO,3
,73365377,23,HUANUCO,UNH,FEMENINO,5
,61185287,24,TRUJILLO,UPAO,FEMENINO,3
,76450515,19,AREQUIPA,UCSM,FEMENINO,2
,66356693,24,LIMA,ULIMA,FEMENINO,5
,74279285,30,PIURA,UDEP,MASCULINO,2
,61229256,23,AREQUIPA,UNSA,FEMENINO,3
,74416294,28,LIMA,UPC,FEMENINO,3
,69410353,27,LIMA,ULIMA,FEMENINO,4
,65303458,20,PIURA,UDEP,FEMENINO,5
,78364780,25,LIMA,PUCP,MASCULINO,4
,69828384,30,LIMA,PUCP,FEMENINO,5
,79043676,22,LIMA,UNI,FEMENINO,5
,63473178,27,AREQUIPA,UCSM,MASCULINO,4
,60883914,20,PIURA,UDEP,FEMENINO,4
,63839081,17,LIMA,UNI,FEMENINO,4
,68924611,26,LIMA,ULIMA,MASCULINO,3
,77466531,26,LIMA,UPC,MASCULINO,4
,65241122,23,AREQUIPA,UCSM,FEMENINO,5
,73370309,22,LIMA,UNI,FEMENINO,4
,62294426,30,CUZCO,UAUSTRAL,FEMENINO,1
,61915626,29,HUANUCO,UNHEVAL,FEMENINO,2
,74319806,21,HUANUCO,UNH,FEMENINO,4
,71744483,19,TRUJILLO,UPAO,FEMENINO,1
,62553354,24,LIMA,UNI,MASCULINO,4
,78026412,30,AREQUIPA,UCSM,MASCULINO,3
,65506989,24,PIURA,UPN,FEMENINO,2
,60936993,22,LIMA,UNI,FEMENINO,2
,68572695,26,LIMA,ULIMA,FEMENINO,5
,73617540,19,LIMA,PUCP,MASCULINO,5
,66091844,25,CUZCO,UAUSTRAL,FEMENINO,1
,79322426,26,AREQUIPA,UNSA,FEMENINO,3
,66315438,29,LIMA,ULIMA,FEMENINO,3
,64512254,23,HUANUCO,UNHEVAL,MASCULINO,2
,70194850,21,TRUJILLO,UPAO,FEMENINO,1
,76126062,22,HUANUCO,UNHEVAL,MASCULINO,5
,79503152,19,AREQUIPA,UCSM,MASCULINO,2
,74864561,29,LIMA,UPC,MASCULINO,4
,60705551,25,TRUJILLO,UNT,MASCULINO,2
,75490199,17,PIURA,UPN,FEMENINO,2
,77898198,25,CUZCO,UNSAAC,MASCULINO,3
,71377277,20,TRUJILLO,UNT,FEMENINO,4
,66144641,23,TRUJILLO,UNT,FEMENINO,4
,78827287,25,TRUJILLO,UPAO,FEMENINO,1
,72253822,20,PIURA,UPN,MASCULINO,2
,60266710,24,AREQUIPA,UCSM,FEMENINO,3
,68223876,26,LIMA,ULIMA,FEMENINO,2
,67038344,19,CUZCO,UAUSTRAL,FEMENINO,5
,65118435,19,LIMA,ULIMA,MASCULINO,1
,68793963,29,HUANUCO,UNHEVAL,FEMENINO,2
,67888474,25,HUANUCO,UNHEVAL,FEMENINO,1
,60286767,20,TRUJILLO,UNT,FEMENINO,4
,75198474,30,AREQUIPA,UNSA,FEMENINO,3
,70986508,26,HUANUCO,UNH,MASCULINO,2
,76921289,20,LIMA,UNI,FEMENINO,2
,72766652,22,AREQUIPA,UCSM,FEMENINO,5
,66916960,18,HUANUCO,UNHEVAL,MASCULINO,5
,77434357,21,AREQUIPA,UNSA,FEMENINO,3
,68312495,18,AREQUIPA,UNSA,FEMENINO,5
,79023401,20,LIMA,PUCP,MASCULINO,3
,68535520,17,LIMA,UPC,FEMENINO,5
,69389310,26,AREQUIPA,UNSA,FEMENINO,1
,62717833,24,HUANUCO,UNH,FEMENINO,1
,79254672,29,LIMA,ULIMA,FEMENINO,2
,77624846,20,AREQUIPA,UCSM,MASCULINO,4
,77475286,28,CUZCO,UNSAAC,FEMENINO,1
,77207480,23,LIMA,UNI,MASCULINO,1
,71889850,29,TRUJILLO,UPAO,MASCULINO,3
,62753365,22,HUANUCO,UNHEVAL,FEMENINO,3
,76055959,19,LIMA,PUCP,FEMENINO,4
,75463387,24,AREQUIPA,UNSA,FEMENINO,5
,69996994,27,AREQUIPA,UCSM,MASCULINO,3
,72063168,23,LIMA,UPC,MASCULINO,1
,63767220,26,PIURA,UPN,MASCULINO,2
,79698475,26,CUZCO,UAUSTRAL,FEMENINO,5
,74802459,27,LIMA,PUCP,MASCULINO,3
,74509968,28,LIMA,UNI,MASCULINO,5
,66621258,17,LIMA,PUCP,FEMENINO,5
,66343230,17,TRUJILLO,UNT,MASCULINO,5
,77290947,22,PIURA,UDEP,MASCULINO,1
,71799198,17,TRUJILLO,UPAO,MASCULINO,3
,62806292,23,TRUJILLO,UPAO,FEMENINO,1
,65749557,29,LIMA,UNI,FEMENINO,1
,77473215,30,TRUJILLO,UPAO,MASCULINO,1
,67146420,30,LIMA,UNI,MASCULINO,5
,68655530,20,LIMA,PUCP,MASCULINO,1
,74874148,24,AREQUIPA,UCSM,FEMENINO,1
,77010738,20,HUANUCO,UNH,FEMENINO,5
